Date,Location_1,Avg(RLA%)Ckt-1-C01,Avg(RLA%)Ckt-2-C01,Approach temp-C01,Avg(RLA%)Ckt-1-C02,Avg(RLA%)Ckt-2-C02,Approach temp-C02,Avg(RLA%)Ckt-1-C03,Avg(RLA%)Ckt-2-C03,Approach temp-C03,Avg(RLA%)Ckt-1-C04,Avg(RLA%)Ckt-2-C04,Approach temp-C04,Location_2,Avg(RLA%)Ckt-1-D01,Avg(RLA%)Ckt-2-D01,Approach temp-D01,Avg(RLA%)Ckt-1-D02,Avg(RLA%)Ckt-2-D02,Approach temp-D02,Avg(RLA%)Ckt-1-D03,Avg(RLA%)Ckt-2-D03,Approach temp-D03,Avg(RLA%)Ckt-1-D04,Avg(RLA%)Ckt-2-D04,Approach temp-D04
30/6/2025,Building_C,69,69,3.1,0,0,0,0,0,0,63,62,3,Building_D,0,0,0,0,0,0,54,81,0,51,83,0
1/7/2025,Building_C,70,71,86,0,0,0,0,0,0,65,66,3.1,Building_D,0,0,0,0,0,0,57,86,-0.2,54,86,0
2/7/2025,Building_C,71,71,86,0,0,0,0,0,0,67,66,3.3,Building_D,0,0,0,0,0,0,57,86,4.8,53,86,3.5
3/7/2025,Building_C,73,72,87,0,0,0,0,0,0,66,67,3.2,Building_D,0,0,0,0,0,0,57,86,-0.2,60,87,1.8
4/7/2025,Building_C,71,72,91,0,0,0,0,0,0,66,66,3.4,Building_D,0,0,0,0,0,0,64,90,0.5,63,91,1.6
5/7/2025,Building_C,68,69,89,0,0,0,0,0,0,61,61,3.1,Building_D,0,0,0,0,0,0,59,88,-0.3,61,89,1.7
6/7/2025,Building_C,74,73,83,0,0,0,0,0,0,69,69,3.3,Building_D,0,0,0,0,0,0,55,83,-0.1,50,83,-0.1
7/7/2025,Building_C,78,79,86,0,0,0,0,0,0,78,79,3.4,Building_D,0,0,0,0,0,0,57,85,-0.1,59,86,1.9
8/7/2025,Building_C,80,80,86,0,0,0,0,0,0,80,80,3.6,Building_D,0,0,0,0,0,0,58,85,0.2,59,86,1.6
9/7/2025,Building_C,77,78,85,0,0,0,0,0,0,79,79,3.6,Building_D,0,0,0,0,0,0,55,85,-0.2,52,85,-0.1
10/7/2025,Building_C,76,76,87,0,0,0,0,0,0,73,73,3.3,Building_D,0,0,0,0,0,0,69,86,1.2,65,87,2.1
11/7/2025,Building_C,77,77,86,0,0,0,0,0,0,75,75,3.5,Building_D,0,0,0,0,0,0,56,85,0,59,86,1.8
12/7/2025,Building_C,74,75,86,0,0,0,0,0,0,71,72,3.3,Building_D,0,0,0,0,0,0,57,85,0.1,71,86,2.7
13/7/2025,Building_C,77,77,86,0,0,0,0,0,0,71,70,3.2,Building_D,0,0,0,0,0,0,56,82,0.2,52,86,2.6
14/7/2025,Building_C,76,75,88,0,0,0,0,0,0,74,75,3.5,Building_D,0,0,0,0,0,0,65,93,1,92,88,2
15/7/2025,Building_C,76,75,86,0,0,0,0,0,0,75,74,3.6,Building_D,0,0,0,0,0,0,68,91,0.2,90,86,1.2
16/7/2025,Building_C,74,75,60,0,0,0,0,0,0,69,69,3.4,Building_D,0,0,0,0,0,0,61,87,0.3,60,60,1.6
17/7/2025,Building_C,75,76,61,0,0,0,0,0,0,74,72,3.4,Building_D,0,0,0,0,0,0,59,88,-0.1,61,61,1.6
18/7/2025,Building_C,75,75,88,0,0,0,0,0,0,72,71,3.6,Building_D,0,0,0,0,0,0,59,85,0,60,88,1.7
19/7/2025,Building_C,73,74,79,0,0,0,0,0,0,68,69,2.7,Building_D,0,0,0,0,0,0,57,79,-0.1,69,79,-0.1
20/7/2025,Building_C,72,71,83,0,0,0,0,0,0,66,67,3.5,Building_D,0,0,0,0,0,0,55,77,0,50,83,0
21/7/2025,Building_C,68,68,86,0,0,0,0,0,0,62,62,3.1,Building_D,0,0,0,0,0,0,63,85,0.2,64,86,2.2
22/7/2025,Building_C,0,0,84,0,0,0,0,0,0,64,65,3.5,Building_D,0,0,0,0,0,0,54,82,1,57,84,1
23/7/2025,Building_C,0,0,85,0,0,0,75,76,5.3,65,66,3.4,Building_D,0,0,0,0,0,0,54,88,0,57,85,1.7
24/7/2025,Building_C,0,0,86,0,0,0,76,75,5.3,66,67,3.1,Building_D,0,0,0,0,0,0,62,81,0.1,50,86,0
25/7/2025,Building_C,0,0,85,0,0,0,79,81,5.2,69,69,3.2,Building_D,0,0,0,0,0,0,60,62,0.3,53,85,0
26/7/2025,Building_C,0,0,87,0,0,0,77,77,5.2,66,65,2.6,Building_D,0,0,0,0,0,0,55,76,-0.4,51,87,0.1
27/7/2025,Building_C,0,0,87,0,0,0,80,79,5.4,68,68,3.1,Building_D,0,0,0,0,0,0,55,78,-0.4,51,87,0.1
28/7/2025,Building_C,0,0,96,0,0,0,71,71,4.7,59,59,2.7,Building_D,0,0,0,0,0,0,57,92,-2.9,53,96,-2.3
29/7/2025,Building_C,0,0,73,0,0,0,84,83,5.5,73,73,3.4,Building_D,0,0,0,0,0,0,64,96,-2.1,67,73,1.4
30/7/2025,Building_C,0,0,93,0,0,0,79,79,5.7,68,68,3.6,Building_D,0,0,0,0,0,0,67,89,0.6,72,93,5.1
31/7/2025,Building_C,0,0,92,0,0,0,78,78,5.2,66,66,3.4,Building_D,0,0,0,0,0,0,62,88,0.1,61,92,1.9
1/8/2025,Building_C,0,0,0,0,0,0,75,74,4.9,63,62,3.1,Building_D,0,0,0,0,0,0,62,87,0.2,61,91,2
2/8/2025,Building_C,0,0,0,0,0,0,72,73,5.2,61,60,3.4,Building_D,0,0,0,0,0,0,59,86,-0.1,54,89,0.5
3/8/2025,Building_C,0,0,0,0,0,0,76,77,5.5,65,65,3.3,Building_D,0,0,0,0,0,0,66,90,0.6,62,92,2
4/8/2025,Building_C,0,0,0,0,0,0,76,76,4.6,65,65,3.2,Building_D,0,0,0,0,0,0,66,90,3.1,63,94,3
5/8/2025,Building_C,0,0,0,0,0,0,84,84,4.4,74,74,3.2,Building_D,0,0,0,0,0,0,71,92,3.6,83,95,3
6/8/2025,Building_C,0,0,0,0,0,0,79,80,4.6,69,68,3.2,Building_D,0,0,0,0,0,0,68,91,3.4,63,94,3
7/8/2025,Building_C,0,0,0,0,0,0,81,82,5.4,72,73,3.2,Building_D,0,0,0,0,0,0,70,92,3.6,66,94,3
8/8/2025,Building_C,0,0,0,0,0,0,84,83,5.5,71,71,3.1,Building_D,0,0,0,0,0,0,69,92,0.5,68,94,2.2
9/8/2025,Building_C,0,0,0,0,0,0,73,74,4.3,58,62,2.6,Building_D,0,0,0,0,0,0,64,91,-0.1,63,95,1.9
10/8/2025,Building_C,0,0,0,71,71,2.9,0,0,0,65,64,3.1,Building_D,0,0,0,0,0,0,57,87,-0.8,53,82,0.2
11/8/2025,Building_C,0,0,0,68,68,2.6,0,0,0,58,58,3,Building_D,0,0,0,0,0,0,57,87,-0.6,53,90,0
12/8/2025,Building_C,0,0,0,74,73,3,0,0,0,67,67,3.1,Building_D,0,0,0,0,0,0,60,87,0.4,61,89,2.2
13/8/2025,Building_C,0,0,0,72,72,3,0,0,0,66,65,3.1,Building_D,0,0,0,0,0,0,58,87,-0.2,54,90,0.5
14/8/2025,Building_C,0,0,0,72,71,3.1,0,0,0,65,66,3.1,Building_D,0,0,0,0,0,0,57,86,-0.1,59,88,2.1
15/8/2025,Building_C,0,0,0,75,75,2.8,0,0,0,71,71,3.3,Building_D,0,0,0,0,0,0,67,89,0.7,62,92,2
16/8/2025,Building_C,0,0,0,66,67,2.6,0,0,0,57,56,2.7,Building_D,0,0,0,0,0,0,67,88,-0.1,53,87,0.5
17/8/2025,Building_C,0,0,0,68,70,2.6,0,0,0,59,59,2.8,Building_D,0,0,0,0,0,0,55,74,0.1,52,86,0.6
18/8/2025,Building_C,0,0,0,67,70,3,0,0,0,59,60,2.8,Building_D,0,0,0,0,0,0,57,86,0.1,60,89,2.3
19/8/2025,Building_C,0,0,0,73,74,2.6,0,0,0,68,66,2.7,Building_D,0,0,0,0,0,0,53,75,0.3,50,83,0.7
20/8/2025,Building_C,0,0,0,71,72,3.1,0,0,0,66,65,2.6,Building_D,0,0,0,0,0,0,53,68,0.4,49,83,0.7
21/8/2025,Building_C,0,0,0,70,72,3.1,0,0,0,65,64,3.2,Building_D,0,0,0,0,0,0,54,60,0.2,50,84,0.8
22/8/2025,Building_C,0,0,0,65,65,2.6,0,0,0,56,65,2.8,Building_D,0,0,0,0,0,0,53,58,0.5,66,82,0.7
23/8/2025,Building_C,0,0,0,66,66,2.6,0,0,0,55,55,2.7,Building_D,0,0,0,0,0,0,55,64,0.3,59,87,3.2
24/8/2025,Building_C,0,0,0,67,67,2.5,0,0,0,57,56,2.6,Building_D,0,0,0,0,0,0,55,72,0.3,51,84,0.6
25/8/2025,Building_C,0,0,0,65,65,2.5,0,0,0,55,55,2.7,Building_D,0,0,0,0,0,0,54,66,0,50,85,0
26/8/2025,Building_C,0,0,0,66,65,2.5,0,0,0,55,54,2.7,Building_D,0,0,0,0,0,0,53,72,0,0,82,0
27/8/2025,Building_C,0,0,0,66,65,2.5,0,0,0,54,54,2.7,Building_D,0,0,0,0,0,0,53,65,0,50,83,0
28/8/2025,Building_C,0,0,0,66,66,2.5,0,0,0,57,57,2.7,Building_D,0,0,0,0,0,0,55,84,0,57,86,0
29/8/2025,Building_C,0,0,0,65,65,2.5,0,0,0,56,56,2.7,Building_D,0,0,0,0,0,0,55,69,0,50,85,0
30/8/2025,Building_C,0,0,0,65,65,2.6,0,0,0,55,54,2.6,Building_D,0,0,0,0,0,0,53,66,0.4,49,84,0.6
31/8/2025,Building_C,0,0,0,64,64,2.6,0,0,0,55,54,2.4,Building_D,0,0,0,0,0,0,57,77,0.5,55,89,0.6
1/9/2025,Building_C,0,0,0,71,71,3.2,0,0,0,65,65,3.4,Building_D,0,0,0,0,0,0,56,76,0,52,88,0.6
2/9/2025,Building_C,0,0,0,0,0,0,66,63,3.1,58,58,3.1,Building_D,0,0,0,0,0,0,54,74,3.1,50,85,0.6
3/9/2025,Building_C,0,0,0,0,0,0,66,62,3.2,54,53,3.1,Building_D,0,0,0,0,0,0,54,83,1,50,85,0.6
4/9/2025,Building_C,0,0,0,0,0,0,67,66,3.1,58,58,3.2,Building_D,0,0,0,0,0,0,63,91,3.1,65,94,0.6
5/9/2025,Building_C,0,0,0,0,0,0,69,68,3.1,61,61,2.1,Building_D,0,0,0,0,0,0,57,87,-0.2,53,89,0.6
6/9/2025,Building_C,0,0,0,0,0,0,67,63,3.4,56,57,2.1,Building_D,0,0,0,0,0,0,64,87,-0.2,73,90,0.6
7/9/2025,Building_C,0,0,0,0,0,0,67,65,3,60,57,2.1,Building_D,0,0,0,0,0,0,60,88,-0.2,54,91,0.6
8/9/2025,Building_C,0,0,0,0,0,0,69,69,3.1,59,59,3,Building_D,0,0,0,0,0,0,62,85,0.5,58,90,2.4
9/9/2025,Building_C,0,0,0,0,0,0,67,68,3.1,59,59,3,Building_D,0,0,0,0,0,0,57,56,0,60,58,2.2
10/9/2025,Building_C,0,0,0,0,0,0,67,66,3.2,57,56,2.7,Building_D,0,0,0,0,0,0,59,58,0.4,59,59,2.3
11/9/2025,Building_C,0,0,0,0,0,0,67,67,3.1,53,54,2.5,Building_D,0,0,0,65,65,3,56,56,0,0,0,0
12/9/2025,Building_C,0,0,0,0,0,0,68,68,3.1,59,59,2.8,Building_D,0,0,0,66,65,2.4,58,58,-2,0,0,0
13/9/2025,Building_C,0,0,0,0,0,0,69,69,3.2,60,62,2.7,Building_D,0,0,0,67,68,2.4,59,60,1,0,0,0
14/9/2025,Building_C,0,0,0,0,0,0,72,73,3.1,65,66,2.9,Building_D,0,0,0,70,70,2.9,62,89,0.2,0,0,0
15/9/2025,Building_C,0,0,0,0,0,0,71,72,3.3,69,65,3,Building_D,0,0,0,80,83,3.3,59,85,0.4,0,0,0
16/9/2025,Building_C,0,0,0,0,0,0,68,68,3.1,62,61,3.1,Building_D,0,0,0,73,73,3.8,62,85,0.7,0,0,0
17/9/2025,Building_C,0,0,0,0,0,0,70,70,3.3,63,62,3.3,Building_D,0,0,0,88,84,3.6,65,90,0.6,0,0,0
18/9/2025,Building_C,0,0,0,0,0,0,70,71,3.3,63,63,3.2,Building_D,0,0,0,65,66,3.1,57,87,-0.2,0,0,0
19/9/2025,Building_C,0,0,0,0,0,0,67,67,3,59,60,3.1,Building_D,0,0,0,91,92,4.4,66,91,0.7,0,0,0
20/9/2025,Building_C,0,0,0,0,0,0,73,73,3.3,65,65,3.1,Building_D,0,0,0,91,91,4.2,71,90,0.8,0,0,0
21/9/2025,Building_C,0,0,0,0,0,0,69,69,3.1,61,61,2.6,Building_D,0,0,0,91,91,4.2,67,90,0.6,0,0,0
22/9/2025,Building_C,0,0,0,0,0,0,69,70,3.1,62,62,2.6,Building_D,0,0,0,92,92,4.2,70,92,0.6,0,0,0
23/9/2025,Building_C,0,0,0,0,0,0,71,71,3,64,64,3,Building_D,0,0,0,88,88,4.3,64,88,0.7,0,0,0
24/9/2025,Building_C,0,0,0,0,0,0,72,72,3.1,63,63,3,Building_D,0,0,0,65,65,4,0,0,0.7,58,87,0
25/9/2025,Building_C,0,0,0,0,0,0,70,69,3.4,63,62,3.2,Building_D,0,0,0,64,65,2.9,0,0,0,52,86,0.3
26/9/2025,Building_C,0,0,0,0,0,0,70,70,3.5,63,62,3.3,Building_D,0,0,0,65,66,2.9,0,0,0,54,90,0.6
27/9/2025,Building_C,0,0,0,0,0,0,72,72,3.9,64,64,3,Building_D,0,0,0,77,78,3.6,0,0,0,66,91,2.5
28/9/2025,Building_C,0,0,0,0,0,0,73,73,4,64,64,3.2,Building_D,0,0,0,66,66,2.9,0,0,0,54,91,0.6
29/9/2025,Building_C,0,0,0,0,0,0,72,72,4.2,63,64,3.2,Building_D,0,0,0,66,66,3.2,0,0,0,54,91,2.1
30/9/2025,Building_C,0,0,0,0,0,0,71,71,4.4,63,64,3,Building_D,0,0,0,68,67,3.5,0,0,0,50,85,0.7
1/10/2025,Building_C,0,0,0,0,0,0,70,71,4.6,62,61,3.3,Building_D,0,0,0,62,63,3.2,0,0,0,49,83,0.7
2/10/2025,Building_C,0,0,0,0,0,0,76,74,4.7,66,67,3.2,Building_D,0,0,0,91,91,4.3,0,0,0,78,94,3.3
3/10/2025,Building_C,0,0,0,0,0,0,68,69,4.4,60,60,3.3,Building_D,0,0,0,73,77,3.5,0,0,0,65,91,3
4/10/2025,Building_C,0,0,0,0,0,0,71,71,4,64,63,3.3,Building_D,0,0,0,87,86,4.2,0,0,0,75,93,3
5/10/2025,Building_C,0,0,0,0,0,0,71,70,4.1,61,61,3.1,Building_D,0,0,0,66,66,4,0,0,0,54,90,2.9
6/10/2025,Building_C,0,0,0,0,0,0,70,70,4.1,60,60,3,Building_D,0,0,0,67,68,3.2,0,0,0,59,90,2.5
7/10/2025,Building_C,0,0,0,0,0,0,67,63,4.3,56,58,2.5,Building_D,0,0,0,78,77,3.6,0,0,0,69,94,2.5
8/10/2025,Building_C,0,0,0,0,0,0,70,64,4.3,56,55,2.6,Building_D,0,0,0,71,71,3.6,0,0,0,59,87,2.5
9/10/2025,Building_C,0,0,0,0,0,0,69,64,4.3,55,55,2.5,Building_D,0,0,0,67,68,3.2,0,0,0,59,88,2.3
10/10/2025,Building_C,0,0,0,0,0,0,69,64,4.3,58,56,2.8,Building_D,0,0,0,64,65,2.9,0,0,0,53,89,2.8
11/10/2025,Building_C,0,0,0,0,0,0,70,66,4.2,59,58,2.8,Building_D,0,0,0,62,63,2.9,0,0,0,52,87,0.7
12/10/2025,Building_C,0,0,0,0,0,0,69,65,4.2,59,58,2.6,Building_D,0,0,0,79,79,3.5,0,0,0,68,95,2.5
13/10/2025,Building_C,0,0,0,0,0,0,69,65,4.3,58,57,2.7,Building_D,0,0,0,76,76,3.2,0,0,0,63,93,2.3
14/10/2025,Building_C,0,0,0,0,0,0,69,65,4.4,57,57,1.1,Building_D,0,0,0,71,69,3.2,0,0,0,62,93,2.2
15/10/2025,Building_C,0,0,0,0,0,0,69,64,4.2,57,56,2.1,Building_D,0,0,0,73,73,3.3,0,0,0,62,94,2.2
16/10/2025,Building_C,0,0,0,0,0,0,68,63,4.3,57,57,2.6,Building_D,0,0,0,74,74,3.3,0,0,0,64,94,2.2
17/10/2025,Building_C,0,0,0,0,0,0,70,66,4.3,58,57,2.7,Building_D,0,0,0,75,76,3.2,0,0,0,64,95,2.1
18/10/2025,Building_C,0,0,0,0,0,0,71,70,5.4,60,58,2.6,Building_D,0,0,0,81,82,3.1,0,0,0,63,93,2.8
19/10/2025,Building_C,0,0,0,0,0,0,75,58,5,54,54,2.5,Building_D,0,0,0,68,67,3.1,0,0,0,53,53,2.7
20/10/2025,Building_C,0,0,0,0,0,0,77,58,5.4,54,52,2.6,Building_D,0,0,0,70,71,3.1,0,0,0,62,92,2.1
21/10/2025,Building_C,0,0,0,0,0,0,74,57,5.2,53,52,2.6,Building_D,0,0,0,79,79,3.4,0,0,0,71,94,3.7
22/10/2025,Building_C,0,0,0,0,0,0,70,57,4.9,52,51,2.6,Building_D,0,0,0,75,77,4.1,0,0,0,0,84,0
23/10/2025,Building_C,0,0,0,0,0,0,66,57,4.2,52,51,2.7,Building_D,0,0,0,60,63,3.2,53,81,0,0,0,0
24/10/2025,Building_C,0,0,0,0,0,0,68,57,4.9,45,59,1.2,Building_D,0,0,0,59,56,3.2,52,66,0.3,0,0,0
25/10/2025,Building_C,0,0,0,0,0,0,67,56,4.8,52,51,2.7,Building_D,0,0,0,58,61,2.9,53,80,0.1,0,0,0
26/10/2025,Building_C,0,0,0,0,0,0,68,58,4.5,52,51,2.7,Building_D,0,0,0,57,64,3,31,78,0.1,0,0,0
27/10/2025,Building_C,0,0,0,0,0,0,72,57,4.8,53,52,2.7,Building_D,0,0,0,70,71,3,63,88,0,0,0,0
28/10/2025,Building_C,0,0,0,0,0,0,76,60,4.9,54,52,2.7,Building_D,0,0,0,61,62,3.1,55,81,-0.3,0,0,0
29/10/2025,Building_C,0,0,0,0,0,0,74,58,4.8,53,52,2.7,Building_D,0,0,0,61,62,3.2,54,81,-0.2,0,0,0
30/10/2025,Building_C,0,0,0,0,0,0,75,58,5.1,54,53,2.7,Building_D,0,0,0,60,60,3.2,54,74,-0.1,0,0,0
31/10/2025,Building_C,0,0,0,0,0,0,83,59,5,57,56,2.6,Building_D,0,0,0,73,74,3,67,91,0.1,0,0,0
1/11/2025,Building_C,0,0,0,0,0,0,69,65,3.6,56,54,2.5,Building_D,0,0,0,68,68,3.1,58,86,-0.2,0,83,0
2/11/2025,Building_C,0,0,0,0,0,0,75,58,4.7,54,53,2.6,Building_D,0,0,0,70,71,3.1,58,85,-0.2,0,0,0
3/11/2025,Building_C,0,0,0,0,0,0,75,58,4.7,54,53,2.6,Building_D,0,0,0,86,87,4.4,77,67,0.5,0,0,0
4/11/2025,Building_C,65,64,2.6,65,72,3.8,0,0,0,0,0,0,Building_D,0,0,0,87,81,4,0,0,0,83,72,3
5/11/2025,Building_C,65,64,2.7,69,60,3.7,0,0,0,0,0,0,Building_D,0,0,0,81,81,3.9,0,0,0,68,90,2.7
6/11/2025,Building_C,65,65,2.7,70,59,3.7,0,0,0,0,0,0,Building_D,0,0,0,90,90,4.2,0,0,0,82,92,3.3
7/11/2025,Building_C,68,68,2.7,67,67,2.6,0,0,0,0,0,0,Building_D,0,0,0,93,93,4.3,0,0,0,92,97,3.8
8/11/2025,Building_C,69,69,2.8,69,76,3.7,0,0,0,0,0,0,Building_D,0,0,0,74,76,3.9,0,0,0,76,64,2.7
9/11/2025,Building_C,67,67,2.5,67,67,2.6,0,0,0,0,0,0,Building_D,0,0,0,77,78,2.8,0,0,0,77,67,2.7
10/11/2025,Building_C,71,76,2.7,69,69,2.6,0,0,0,0,0,0,Building_D,0,0,0,90,91,2.5,0,0,0,91,88,2.7
11/11/2025,Building_C,70,71,2.9,67,68,2.5,0,0,0,0,0,0,Building_D,0,0,0,90,91,2.4,0,0,0,92,92,2.6
12/11/2025,Building_C,70,69,2.8,68,67,2.2,0,0,0,0,0,0,Building_D,0,0,0,92,92,2.4,0,0,0,90,86,2.7
13/11/2025,Building_C,67,68,2.8,68,75,2.5,0,0,0,0,0,0,Building_D,0,0,0,79,80,2.4,0,0,0,79,67,2.6
14/11/2025,Building_C,65,65,2.5,65,60,2.2,0,0,0,0,0,0,Building_D,0,0,0,80,74,2.5,0,0,0,77,96,2.6
15/11/2025,Building_C,58,67,1.3,61,58,3.1,0,0,0,0,0,0,Building_D,0,0,0,59,59,3.4,0,0,0,45,79,0.4
16/11/2025,Building_C,64,62,2.7,63,59,2.9,0,0,0,0,0,0,Building_D,0,0,0,69,70,3.4,0,0,0,58,88,2.3
17/11/2025,Building_C,60,60,2.7,60,30,2.8,0,0,0,0,0,0,Building_D,0,0,0,60,60,2.9,0,0,0,30,93,0.1
18/11/2025,Building_C,60,60,2.6,60,30,3.2,0,0,0,0,0,0,Building_D,0,0,0,60,60,2.9,0,0,0,30,100,0.5
19/11/2025,Building_C,59,72,2.9,60,30,3.1,0,0,0,0,0,0,Building_D,0,0,0,60,60,2.9,0,0,0,30,93.7,0.5
20/11/2025,Building_C,57,60,1.9,60,30,3,0,0,0,0,0,0,Building_D,0,0,0,60,60,2.7,0,0,0,53,79,0.5
21/11/2025,Building_C,61,68,2.4,60,60,2.4,0,0,0,0,0,0,Building_D,0,0,0,60,60,2.7,0,0,0,53,48,0.6
22/11/2025,Building_C,59,65,1.3,59,63,1.2,0,0,0,0,0,0,Building_D,0,0,0,51,52,2.5,0,0,0,0,79,0
23/11/2025,Building_C,61,66,1.2,64,60,2.9,0,0,0,0,0,0,Building_D,0,0,0,54,64,2.5,0,0,0,0,75,0
24/11/2025,Building_C,66,64,2.5,61,65,1,0,0,0,0,0,0,Building_D,0,0,0,60,60,2.9,0,0,0,51,86,0.9
25/11/2025,Building_C,68,67,2.7,63,67,0.8,0,0,0,0,0,0,Building_D,0,0,0,65,64,3.3,0,0,0,56,85,2.5
26/11/2025,Building_C,61,67,1.3,64,60,2.9,0,0,0,0,0,0,Building_D,0,0,0,58,58,3,0,0,0,48,83,0.6
27/11/2025,Building_C,59,65,1.3,59,63,1.2,0,0,0,0,0,0,Building_D,0,0,0,52,55,2.5,0,0,0,0,80,0
28/11/2025,Building_C,56,57,1.3,0,58,0,0,0,0,0,0,0,Building_D,0,0,0,48,49,2.7,0,0,0,0,76,0
29/11/2025,Building_C,56,62,1.4,0,60,0,0,0,0,0,0,0,Building_D,0,0,0,49,45,3,0,0,0,0,79,0
30/11/2025,Building_C,58,67,1.3,0,63,0,0,0,0,0,0,0,Building_D,0,0,0,54,55,2.6,0,0,0,70,50,4.1
1/12/2025,Building_C,59,59,1.2,0,65,0,0,0,0,0,0,0,Building_D,0,0,0,59,59,3,0,0,0,59,59,4.1
2/12/2025,Building_C,0,0,0,0,0,0,66,66,3.1,0,62,0,Building_D,0,0,0,0,0,3,56,56,0,60,60,4.1
3/12/2025,Building_C,0,0,0,0,0,0,65,63,3.1,45,46,1.3,Building_D,0,0,0,0,0,0,55,53,1.5,60,60,4
4/12/2025,Building_C,0,0,0,0,0,0,64,66,3.2,45,44,1.2,Building_D,0,0,0,0,0,0,61,61,1.8,65,65,4.1
5/12/2025,Building_C,0,0,0,0,0,0,72,71,3.6,55,52,3.4,Building_D,0,0,0,0,0,0,66,84,2.4,65,85,4.2
6/12/2025,Building_C,0,0,0,0,0,0,66,65,3.5,59,62,2.1,Building_D,0,0,0,0,0,0,65,87,2.1,68,88,4.5
7/12/2025,Building_C,0,0,0,0,0,0,68,67,3.4,46,66,0.9,Building_D,0,0,0,0,0,0,63,86,4.8,68,88,2.2
8/12/2025,Building_C,0,0,0,0,0,0,63,59,3.4,44,55,1.2,Building_D,0,0,0,0,0,0,55,80,1.7,62,85,4.8
9/12/2025,Building_C,0,0,0,0,0,0,60,54,3.3,50,56,1.1,Building_D,0,0,0,0,0,0,56,79,2.1,60,84,4.5
10/12/2025,Building_C,0,0,0,0,0,0,62,59,3.7,43,52,1.4,Building_D,0,0,0,0,0,0,53,59,2.3,59,84,4.7
11/12/2025,Building_C,0,0,0,0,0,0,64,60,3.8,45,55,1.4,Building_D,0,0,0,0,0,0,59,87,2,65,89,4.7
12/12/2025,Building_C,0,0,0,0,0,0,65,60,3.6,50,56,1.3,Building_D,0,0,0,0,0,0,60,85,2.1,66,84,4.6
13/12/2025,Building_C,0,0,0,0,0,0,66,62,3.1,52,51,2.7,Building_D,0,0,0,0,0,0,74,92,2.2,69,93,4.6
14/12/2025,Building_C,0,0,0,0,0,0,0,0,0,74,75,3.8,Building_D,0,0,0,0,0,0,60,74,1.6,66,91,4.4
15/12/2025,Building_C,64,64,2.8,67,59,3.3,0,0,0,0,0,0,Building_D,0,0,0,61,61,3,0,0,0,60,86,4.3
16/12/2025,Building_C,62,63,2.7,63,59,3.5,0,0,0,0,0,0,Building_D,0,0,0,53,55,2.8,0,0,0,56,80,4.2
17/12/2025,Building_C,66,67,2.9,70,61,3.8,0,0,0,0,0,0,Building_D,0,0,0,56,56,2.9,0,0,0,57,71,4
18/12/2025,Building_C,64,65,2.7,66,60,3.4,0,0,0,0,0,0,Building_D,0,0,0,57,58,3.2,0,0,0,58,81,4.4
19/12/2025,Building_C,64,64,2.9,64,60,3.2,0,0,0,0,0,0,Building_D,0,0,0,55,55,3,0,0,0,57,81,4.4
20/12/2025,Building_C,63,63,2.9,63,57,3.3,0,0,0,0,0,0,Building_D,0,0,0,60,60,3.3,0,0,0,57,83,4.2
21/12/2025,Building_C,60,59,2.7,59,56,3.1,0,0,0,0,0,0,Building_D,0,0,0,50,52,2.9,0,0,0,55,55,5.1
22/12/2025,Building_C,63,63,2.6,62,58,3.3,0,0,0,0,0,0,Building_D,0,0,0,61,62,3.1,0,0,0,62,86,4.3
23/12/2025,Building_C,68,68,3,69,61,3.6,0,0,0,0,0,0,Building_D,0,0,0,73,72,3.9,0,0,0,63,85,4.5
24/12/2025,Building_C,67,68,3,69,59,3.6,0,0,0,0,0,0,Building_D,0,0,0,73,73,3.8,0,0,0,62,86,4.4
25/12/2025,Building_C,67,67,2.8,69,69,3.8,0,0,0,0,0,0,Building_D,0,0,0,82,83,4.3,0,0,0,62,86,4.6
26/12/2025,Building_C,64,64,2.8,64,58,3.4,0,0,0,0,0,0,Building_D,0,0,0,62,62,3.2,0,0,0,62,85,4.5
27/12/2025,Building_C,64,64,1.9,63,58,3.6,0,0,0,0,0,0,Building_D,0,0,0,66,66,3,0,0,0,61,89,4.3
28/12/2025,Building_C,64,60,,63,58,,0,0,,0,0,,Building_D,0,0,,60,60,,0,0,,62,87,
29/12/2025,Building_C,62,61,2.8,62,57,3.1,0,0,0,0,0,0,Building_D,0,0,0,56,57,3,0,0,0,62,85,4.4
30/12/2025,Building_C,64,64,2.8,64,60,3.3,0,0,0,0,0,0,Building_D,,,,55,58,2.6,0,0,0,62,88,3.8
31/12/2025,Building_C,,,,,,,,,,,,,Building_D,,,,,,,,,,,,
1/1/2026,Building_C,0,0,0,0,0,0,68,68,3.2,44,54,1.2,Building_D,65,63,3.8,0,0,0,46,80,1.5,0,0,0
2/1/2026,Building_C,0,0,0,0,0,0,67,67,3.3,55,43,3.8,Building_D,71,70,3.8,0,0,0,57,64,1.5,0,0,0
3/1/2026,Building_C,0,0,0,0,0,0,63,59,3.5,55,43,4.2,Building_D,65,65,4,0,0,0,55,62,1.9,0,0,0
4/1/2026,Building_C,0,0,0,0,0,0,63,59,3.5,55,43,4.2,Building_D,65,65,4,0,0,0,55,62,1.9,0,0,0
5/1/2026,Building_C,0,0,0,0,0,0,63,60,3.7,49,42,3.7,Building_D,73,72,5,0,0,0,53,75,2.3,0,0,0
